Uniq Id,Crawl Timestamp,Product Url,Product Name,List Price,Sale Price,Brand,Gtin,Category,Available
6968042e886d226fe4e4136bae3b683c,2019-12-18 07:02:09 +0000,https://www.walmart.com/ip/3-Stories-Trading-Company-6-Pack-Boxed-Receiving-Blankets/467468618,3 Stories Trading Company 6 Pack Boxed Receiving Blankets,26.09,26.09,3 Stories Trading Company,467468618,,True
3aaa1ab5a60396e86c5b25c48615c976,2019-12-19 07:31:54 +0000,https://www.walmart.com/ip/Speed-Racer-Boomerangs-RH-Blue-Colorado-BoomerangsSpeed-Racer-Blue-RH/701232192,Speed Racer Boomerangs RH (Blue)Colorado BoomerangsSpeed Racer Blue - RH,16.95,16.95,Colorado Boomerangs,701232192,,True
026f5f6b5d9ad91ac11f72c8c82a065f,2019-12-18 07:34:09 +0000,https://www.walmart.com/ip/Mobile-Equipment-Box/428220816,Mobile Equipment Box,159.99,159.99,Constructive Playthings,428220816,,False
d39a20031b3c39e2c76de0ee32b0ae6f,2019-12-18 08:43:21 +0000,https://www.walmart.com/ip/Ultra-Pro-Magic-The-Gathering-Battebond-Playmat/272516839,Ultra Pro Magic: The Gathering Battebond Playmat,10.98,10.98,Ultra Pro Magic: The Gathering Battebond Playmat,272516839,,True
7e564fa0154dca7b1b43abc730a00fbb,2019-12-19 06:01:02 +0000,https://www.walmart.com/ip/Blood-is-Thicker-than-water-Family-Runion-youth-T-shirts-Black-MH200YFAM-S23-S/305307757,Blood is Thicker than water- Family Runion youth T-shirts - Black MH200YFAM S23 S,14.99,14.99,Mato & Hash,305307757,,True
189db803ecd7d55ff68988bee916f67d,2019-12-19 09:02:14 +0000,https://www.walmart.com/ip/adidas-Kids-Nemeziz-19-3-Indoor-Soccer-Shoes-F99946/806524048,adidas Kids Nemeziz 19.3 Indoor Soccer Shoes | F99946,60.0,60.0,adidas soccer soccer,806524048,,True
a3270f866479eeb60134312deb6c495c,2019-12-18 07:28:36 +0000,https://www.walmart.com/ip/HERCHR-Toy-Bell-Holder-Baby-Crib-Mobile-Bed-Bell-Holder-Toy-Decoration-Hanging-Arm-Bracket-No-Toy-Mobile-Bed-Bell-Holder/757099401,"HERCHR Toy Bell Holder, Baby Crib Mobile Bed Bell Holder Toy Decoration Hanging Arm Bracket No Toy, Mobile Bed Bell Holder",26.74,26.74,HERCHR,757099401,,True
7d57ef16245766a5ccd9bf9c6f5d8aa7,2019-12-19 05:48:05 +0000,https://www.walmart.com/ip/Bike-Helmet-Foldable-Cycling-Helmet-Adult-Road-Bike-Safety-Helmet-Lightweight-Sports-Protective-Equipment/958395315,Bike Helmet Foldable Cycling Helmet Adult Road Bike Safety Helmet Lightweight Sports Protective Equipment,36.12,36.12,CAIRBULL,958395315,,True
07af86c7902c1e89e5e05fe4762cba25,2019-12-18 12:13:39 +0000,https://www.walmart.com/ip/Butterfinger-Bites-Chocolate-Candy-3-5oz-Theatre-Box/229459414,"Butterfinger Bites Chocolate Candy, 3.5oz Theatre Box",5.28,5.28,Butterfinger,229459414,,True
9d94cfaf2923d7726d70ccfbfe2ebac4,2019-12-18 20:31:40 +0000,https://www.walmart.com/ip/Hawaii-Lavender-Hand-Cleansing-Sanitizer-from-Maui/228333263,Hawaii Lavender Hand Cleansing Sanitizer from Maui,9.99,9.99,Island Essence,228333263,,True
88d6ae75fd15bb743d9ac90fda5dd882,2019-12-18 23:11:31 +0000,https://www.walmart.com/ip/Funkier-Men-s-Firenze-Short-Sleeve-Cycling-Jersey-Reflex-Yellow-X-Large/435929017,Funkier Mens Firenze Short Sleeve Cycling Jersey - Reflex Yellow / X-Large,64.95,64.95,Funkier,435929017,,True
8ebdc23e3e0b2a402ea3a70c9d738a70,2019-12-19 07:56:36 +0000,https://www.walmart.com/ip/Two-Three-Layer-80cm-90cm-Fishing-Rod-Reel-Bag-Fishing-Pole-Gear-Tackle-Tool-Carry-Case-Carrier-Travel-Bag-Storage-Bag-Organizer-Fishing-Cover-Bag/546538836,Two/Three Layer 80cm / 90cm Fishing Rod Reel Bag Fishing Pole Gear Tackle Tool Carry Case Carrier Travel Bag Storage Bag Organizer Fishing Cover Bag,22.29,22.29,Anself,546538836,,True
a4414eef8158d303cc1a93ec0f4ab813,2019-12-18 10:52:28 +0000,https://www.walmart.com/ip/Professional-Water-Colours-aureolin-5-ml-16-pack-of-2/988283379,"Professional Water Colours aureolin, 5 ml, 16 (pack of 2)",26.44,26.44,Winsor & Newton,988283379,,False
f7df3f0067cc8d9359e182f6441e7908,2019-12-19 05:53:36 +0000,https://www.walmart.com/ip/Steady-Clothing-Men-s-The-Leilani-Button-Up-Bowling-Shirt-Green/316054729,Steady Clothing Mens The Leilani Button Up Bowling Shirt Green,46.39,46.39,STEADY CLOTHING,316054729,,True
8170dbc70e2fb331f13b0fb56e8c3379,2019-12-18 11:41:51 +0000,https://www.walmart.com/ip/6-pack-Hungry-Jack-Extra-Light-Fluffy-Pancake-Waffle-Mix-32-Ounce/573837106,"(6 pack) Hungry Jack Extra Light & Fluffy Pancake & Waffle Mix, 32-Ounce",15.76,15.76,Hungry Jack,573837106,,True
68ffef42fc50e41247ac863c2e893418,2019-12-18 11:29:32 +0000,https://www.walmart.com/ip/Silk-Dark-Chocolate-Coconut-Almondmilk-Yogurt-Alternative-5-3oz/423248812,Silk Dark Chocolate Coconut Almondmilk Yogurt Alternative 5.3oz,0.0,0.0,Silk,423248812,,False
