Uniq Id,Crawl Timestamp,Product Url,Product Name,List Price,Sale Price,Brand,Gtin,Category,Available
7c19b37958e0dda1b0160ae4e832e7df,2019-12-18 22:38:22 +0000,https://www.walmart.com/ip/Bicycle-Bike-Cycle-Tyre-Tube-Replacement-Presta-Dual-Head-Air-Pump-Adapter-Valve/775677367,Bicycle Bike Cycle Tyre Tube Replacement Presta Dual Head Air Pump Adapter Valve,8.32,8.32,,775677367,Sports & Outdoors | Bikes | Bike Accessories | Bike Pumps,True
f5057d8a3b51ad54ceb930e52c46a8df,2019-12-18 12:28:29 +0000,https://www.walmart.com/ip/Wrigleys-5-Gum-React-Prism-15-Stick-Each-10-In-A-Pack/933400276,Wrigleys 5 Gum React Prism 15 Stick Each ( 10 In A Pack ),23.28,23.28,,933400276,"Food | Chocolate, Candy & Gum | Gum | Shop All Chewing Gum",True
bc008893e34cb0ae5e9f322370a8a260,2019-12-19 07:13:22 +0000,https://www.walmart.com/ip/The-President-Is-Missing-3-1-2-Disc-Fully-Licensed-Interactive-Game/883506264,"The President Is Missing 3 1/2"" Disc Fully Licensed Interactive Game",199.96,199.96,,883506264,Toys | Shop Toys by Price,True
b9c2f0b7b91b7e4527c2f1bf00808302,2019-12-18 10:38:27 +0000,https://www.walmart.com/ip/La-Victoria-Thick-n-Chunky-Medium-Salsa-16-oz-Pack-of-12/17181136,"La Victoria Thickn Chunky Medium Salsa, 16 oz (Pack of 12)",40.66,40.66,,17181136,Food | Gluten-Free Foods | Gluten-Free Foods,True
6e7cf4ed5943620b0a26e809b577577c,2019-12-18 11:04:29 +0000,https://www.walmart.com/ip/2-Pack-Fishin-Families-White-Albacore-Tuna-with-Salt-5-oz-Can/887473763,"(2 Pack) Fishin Families White Albacore Tuna with Salt, 5 oz Can",7.98,7.98,,887473763,"Food | Meal Solutions, Grains & Pasta | Canned Goods | Tuna & Seafood",True
a121b5da2e8a7b4ce3c83f1629e734b1,2019-12-18 11:41:23 +0000,https://www.walmart.com/ip/KELLOGGS-CEREAL-IN-CUP-COCOA-KRISPIES-2-3-oz-Each-6-in-a-Pack/914158602,KELLOGGS CEREAL IN CUP COCOA KRISPIES 2.3 oz Each ( 6 in a Pack ),14.67,14.67,,914158602,Food | Breakfast & Cereal | Cold Cereal | All Cereal Brands,True
1b81ad3c7e37ad2ee68a541595273862,2019-12-18 21:14:40 +0000,https://www.walmart.com/ip/PU-Leather-Razor-Pouch-Sheath-Straight-Long-Razor-Case-Holder-for-Long-Handle-Safety-Razor/579913654,PU Leather Razor Pouch Sheath Straight Long Razor Case Holder for Long Handle Safety Razor,5.9,5.9,,579913654,Personal Care | Shaving | Razors,True
668b32abd20ca719b45c7dc3d959a415,2019-12-18 10:41:53 +0000,https://www.walmart.com/ip/Kikkoman-Instant-Tofu-Spinach-Miso-Soup-Mix-1-05-oz-Pack-of-12/17338304,"Kikkoman Instant Tofu-Spinach Miso Soup Mix, 1.05 oz (Pack of 12)",34.28,34.28,,17338304,"Food | Meal Solutions, Grains & Pasta | Soups",True
0f532f752e78d8877c6fddcd2594bcc9,2019-12-19 04:57:22 +0000,https://www.walmart.com/ip/Men-s-Trump-4-More-Years-Gray-Black-Raglan-Baseball-T-Shirt-Medium-Gray-Black/452383364,Mens Trump 4 More Years Gray/Black Raglan Baseball T-Shirt Medium Gray/Black,17.99,17.99,,452383364,Sports & Outdoors | Sports | Baseball Gear & Equipment | Baseball Apparel,True
26be617ffaab3324dd0cda0721c49573,2019-12-19 00:45:38 +0000,https://www.walmart.com/ip/Advanced-EMS-Muscle-Abs-Stimulator-Training-Gear/828741201,Advanced EMS Muscle Abs Stimulator Training Gear,34.95,34.95,,828741201,Sports & Outdoors | Exercise & Fitness | Strength Training | Ab & Core Trainers | Ab Machines,True
1a653a8a958b62412d08c342625c872e,2019-12-18 12:31:34 +0000,https://www.walmart.com/ip/Eclipse-Sugarfree-Gum-Spearmint-18-Pcs-Each-8-In-A-Pack/558619582,Eclipse Sugarfree Gum Spearmint 18 Pcs Each ( 8 In A Pack ),18.65,18.65,,558619582,"Food | Chocolate, Candy & Gum | Gum | Shop All Chewing Gum",True
eb0d4ea8ddf2eedc1f3a91906b031b4b,2019-12-18 14:03:52 +0000,https://www.walmart.com/ip/2-Pack-Marconi-Hot-Giardiniera-Relish-16-fl-oz/246035405,"(2 Pack) Marconi Hot Giardiniera Relish, 16 fl oz",13.77,13.77,,246035405,"Food | Condiments, Sauces & Spices | Pickles",True
99f4c223a206f96b9c5ea9f2477a1851,2019-12-19 00:46:03 +0000,https://www.walmart.com/ip/6-Modes-EMS-Hip-Trainer-Training-Booster-Muscle-Stimulation-Firm-and-Shape-The-Buttocks-booty-lifter-Hip-Body-Shaper-Fitness/753466585,"6 Modes EMS Hip Trainer, Training Booster Muscle Stimulation, Firm and Shape The Buttocks booty lifter Hip Body Shaper Fitness",14.95,14.95,,753466585,Sports & Outdoors | Exercise & Fitness | Strength Training | Ab & Core Trainers | Ab Machines,True
7459239d6c836b1c76d2d75d15c35de5,2019-12-18 12:21:38 +0000,https://www.walmart.com/ip/McCann-s-Apples-Cinnamon-Instant-Irish-Oatmeal-12-3-oz-Pack-of-12/17196461,"McCanns Apples & Cinnamon Instant Irish Oatmeal, 12.3 oz (Pack of 12)",61.33,61.33,,17196461,Food | Breakfast & Cereal | Oatmeal & Grits | Instant Oatmeal,True
3e9a72387e8a930bdd1db518ea72be4a,2019-12-18 07:30:26 +0000,https://www.walmart.com/ip/Winter-Warmer-Gloves-Pram-Pushchair-Hand-Muff-Waterproof-Stroller-Warmer-Gifts/702980020,Winter Warmer Gloves Pram Pushchair Hand Muff Waterproof Stroller Warmer Gifts,9.15,9.15,,702980020,Baby | Strollers | Stroller Accessories,False
801e79c6129feb516d2a071a0781a62f,2019-12-19 05:21:07 +0000,https://www.walmart.com/ip/Children-s-Bowling-Game-The-Collision-Target-Will-Emit-Light-And-Make-A-Sound/440681277,"Childrens Bowling Game, The Collision Target Will Emit Light And Make A Sound",49.19,49.19,,440681277,Sports & Outdoors | Sports | Bowling | Bowling Balls,True
8d5d1f6c4d91b6010a098f39491d3710,2019-12-19 08:20:10 +0000,https://www.walmart.com/ip/Dovetail-to-Picatinny-Adapter-Rail-3-9-Aluminum-w-Roll-Pin-For-All-Dovetail-9mm-to-15mm-inc-5-8/770082221,"Dovetail to Picatinny Adapter Rail, 3.9"", Aluminum w/ Roll Pin, For All Dovetail (9mm to 15mm inc 5/8)",7.99,7.99,,770082221,Sports & Outdoors | Outdoor Sports | Shooting | Shooting Accessories | Gun Accessories,True
79d9cd498ce74c18f75957539fa485ba,2019-12-18 09:28:39 +0000,https://www.walmart.com/ip/Nature-Valley-Granola-Bars-Sweet-and-Salty-Nut-Roasted-Mixed-Nut-1-2-Oz-6-Ct-Pack-of-3/47238179,"Nature Valley Granola Bars, Sweet and Salty Nut, Roasted Mixed Nut, 1.2 Oz, 6 Ct(Pack of 3)",8.94,8.94,,47238179,Food | Breakfast & Cereal | Cereal Bars & Breakfast Bars,True
2a01a99c3cc02a2f5477c2ca6a72c40e,2019-12-18 13:54:25 +0000,https://www.walmart.com/ip/Honey-Honey-Lion-A-Story-from-Africa-Paperback-Jan-01-2005/108290446,"Honey... Honey... Lion! A Story from Africa [Paperback] [Jan 01, 2005]",29.76,29.76,,108290446,"Food | Condiments, Sauces & Spices | Honey",True
1c4fc442480f933532bca60a1039ff55,2019-12-18 16:10:15 +0000,https://www.walmart.com/ip/Air-Purifying-Bag-Charcoal-Bag-Odor-Eliminator-Fragrance-Free-Odor-Absorber-Captures-and-Eliminates-Odors-200g/389060012,Air Purifying Bag Charcoal Bag Odor Eliminator Fragrance Free Odor Absorber Captures and Eliminates Odors 200g,7.99,7.99,,389060012,Household Essentials | Bathroom | Air Freshener & Deodorizer Refills,True
982929cc9067ba1460c7247f85b47744,2019-12-18 06:22:30 +0000,https://www.walmart.com/ip/Women-Maternity-Bra-Tops-Breastfeeding-Bra-Pregnant-Feeding-Maternity-34-42B/457025122,Women Maternity Bra Tops Breastfeeding Bra Pregnant Feeding Maternity 34-42B,8.08,8.08,,457025122,Baby | Feeding | Breastfeeding,True
6a4a74ca9c9487e47c3bfc9b757ee96c,2019-12-19 03:13:03 +0000,https://www.walmart.com/ip/One-A-Day-Women-s-Multivitamin-Tablets-100-Count/732967220,"One-A-Day Womens Multivitamin Tablets, 100 Count",13.39,13.39,,732967220,Health | Vitamins & Supplements | Multivitamins | Womens Multivitamins,True
df92e467f360f2ca1c49e2d0e988c94b,2019-12-18 10:50:21 +0000,https://www.walmart.com/ip/Homemade-In-Minutes-Red-Pepper-Corn-Chowder-Soup-Mix-6-oz-Pack-of-8/17353173,"Homemade In Minutes Red Pepper Corn Chowder Soup Mix, 6 oz (Pack of 8)",40.41,40.41,,17353173,"Food | Meal Solutions, Grains & Pasta | Soups",True
f7437273077bc3e2c035c940f8f615ed,2019-12-18 08:39:48 +0000,https://www.walmart.com/ip/Children-And-Baby-Inflatable-Baby-Water-Pad-Fun-Activity-Play-Center/319825897,Children And Baby Inflatable Baby Water Pad Fun Activity Play Center,15.24,15.24,,319825897,Baby | Baby Activities & Gear | Activity Centers,True
070938faad735b24fb6f9908bb023bab,2019-12-19 07:16:06 +0000,https://www.walmart.com/ip/3-016-Games-in-1-Four-Player-Stand-Up-Arcade-32-LED-Monitor-With-Trackball/608583089,"3,016 Games in 1 Four Player Stand Up Arcade 32″ LED Monitor With Trackball",3699.0,3699.0,,608583089,"Video Games | Retro and Arcade Gaming Consoles, Accessories & Games | Classic Arcade Gaming",True
8962f521c99cf9f09d3ac1cbc82e7b01,2019-12-18 08:52:13 +0000,https://www.walmart.com/ip/Shea-Moisture-Calm-and-Comfort-Raw-Shea-Chamomile-and-Argan-Oil-Baby-Head-to-Toe-Wash-Shampoo-and-Healing-Lotion-Pack-of-2/443078093,Shea Moisture Calm and Comfort Raw Shea Chamomile and Argan Oil Baby Head to Toe Wash Shampoo and Healing Lotion Pack of 2,17.99,17.99,,443078093,Baby | Diapering | Baby Care,True
8a9b89b5115a6920ccb391372b5dfce5,2019-12-18 08:34:44 +0000,https://www.walmart.com/ip/Children-And-Baby-Inflatable-Baby-Water-Pad-Fun-Activity-Play-Center/536737327,Children And Baby Inflatable Baby Water Pad Fun Activity Play Center,17.69,17.69,,536737327,Baby | Baby Activities & Gear | Activity Centers,True
